asertivo	A	6-4	sinalar un oínte é un acto asertivo .	un rapaz enérxico e asertivo que sempre estaba disposto a discutir .	T
inarticulado	A	1-2	bestias inarticuladas .	un berro inarticulado .	T
eficiente	A	4-3	un director de produción eficiente .	xerente de produción eficiente .	T
perfecto	A	1-2	felicidade perfecta .	un exemplar perfecto .	T
regular	V	4-2	esta cidade gústalle de regular .	non podemos regular a forma como as persoas se visten .	T
afectuoso	A	1-2	nenos afectuosos .	un abrazo afectuoso .	T
branco	A	0-2	branco como a neve fresca .	o vestido branco da noiva .	T
puntual	A	5-5	agardaba que os invitados fosen puntuais nas comidas .	non é unha persoa particularmente puntual .	T
sinistro	A	3-4	un peixe plano sinistro está co seu ollo esquerdo máis alto .	unha cuncha do gastrópode sinistro co vértice cara arriba ten a súa apertura á esquerda cando está de fronte para o observador .	T
relixioso	A	1-2	actitude relixiosa .	un home relixioso .	T
cirúrxico	A	2-2	un apéndice cirúrxica .	un procedemento cirúrxico .	T
penal	A	2-2	un delito penal .	unha ofensa penal .	T
rico	A	3-0	é unha terra rica en minerais .	rico en ideas .	T
adicto	A	0-1	adicto á cocaína .	é adicta ao chocolate .	T
optimización	N	3-0	nun problema de optimización buscamos valores das variables que levan a un valor óptimo da función que vai ser optimizada .	optimización simultánea do crecemento e da rendibilidade .	T
mesmo	A	2-6	animais da mesma especie .	nai e fillo teñen os mesmos ollos azuis .	T
múltiple	A	1-5	fixo múltiples copias do discurso .	unha piña é un froito múltiple .	T
desorientado	A	12-7	deu tantas voltas á dereita e despois á esquerda que quedou completamente desorientado .	un forte golpe na cabeza pode deixalo desorientado .	T
anormal	A	1-1	cantidades anormais de choiva .	circunstancias anormais .	T
insensato	A	1-1	decisión insensata .	observacións insensatas .	T
aleatorio	A	5-2	as bombas caeron de forma aleatoria .	unha selección aleatoria .	T
cómodo	A	1-3	estaba cómodo nas súas crenzas relixiosas .	estableceuse nun traballo cómodo , un para o que estaba ben preparado .	T
conxunto	A	1-2	propietarios conxuntos .	unha sesión conxunta do congreso .	T
libre	A	3-2	teño pouco tempo libre .	unha hora libre entre clases .	T
serio	A	2-3	fixo un serio intento para aprender a esquiar .	lanzoume unha mirada seria .	T
epizoico	A	1-3	parásito epizoico .	un parasito vexetal epizoico .	T
claro	A	1-1	azul claro .	cores claras como os tons pasteis .	T
asegurado	A	1-11	risco asegurado .	todos os membros do elenco de actores e do equipo están asegurados .	T
optimista	A	1-3	plans optimistas .	tivo unha visión optimista .	T
vestido	A	2-0	os enfermeiros vestidos de branco .	vestido e en perfecto xuízo (biblia) .	T
animada	A	2-2	unha discusión animada .	unha festa animada .	T
pedunculado	A	2-2	un percebe pedunculado adxunto ao substrato por un pé carnoso ou por un pedúnculo .	unha flor pedunculada .	T
torpe	A	2-2	un bailarín torpe .	un xesto torpe .	T
visible	A	3-2	cambio de expresión visible .	un obxecto visible .	T
indignado	A	0-2	indignados pola perda do seu territorio .	unha negación indignada .	T
puro	A	1-1	ar puro e auga .	escala pura .	T
remunerado	A	1-2	traballo remunerado .	un funcionario remunerado .	T
destrutivo	A	2-2	unha crítica destrutiva .	unha política destrutiva para a economía .	T
xeral	A	2-3	en termos xerais .	o público en xeral .	T
urxente	A	1-3	demasiado urxente para permitir un atraso máis longo .	precisamos dunha intervención urxente .	T
prudente	A	2-2	un administrador prudente .	un director prudente .	T
medio	A	2-2	o gaélico medio .	o inglés medio é a lingua inglesa que vai do ano 1100 ao 1500 aproximadamente .	T
irrompible	A	4-6	os pratos de plástico irrompible .	un traxe de cea de plástico irrompible .	T
boca	N	5-4	limpou o carmín da súa boca .	limpou os labios da boca .	T
imprudente	A	1-2	moi imprudente da súa nai para alentala en tan estúpidas ideas románticas .	sería moi imprudente para unha persoa que non é economista falar sobre os detalles da política económica (a. m. schlesinger) .	T
xeral	A	2-1	o salario xeral aumenta .	sancións xerais contra os violadores dos dereitos humanos .	T
inestable	A	6-3	a súa man estaba nunha posición inestable cando derramou o viño .	o seu andar inestable .	T
inestable	A	3-2	a torre mostrouse inestable co forte vento .	condicións políticas inestables .	T
atípico	A	2-7	descubrimentos clínicos atípicos .	hoxe en día , as familias son atípicas .	T
húmido	A	1-4	tempo húmido .	un traxe de baño húmido .	T
puro	A	0-1	pura coma a neve recén caída .	sentinme pura e delicada coma un bebé (sylvia plath) .	T
complexo	A	1-1	un complexo conxunto de variacións baseado nunha melodía popular sinxela .	un complexo conxunto de variacións na base dunha simple melodía folk .	T
liso	A	1-1	auga lisa coma un espello .	tecido liso .	T
público	A	1-2	bibliotecas públicas .	un escándalo público .	T
democrático	A	4-2	o desprezo dunha sociedade democrática polos duques inchado e polos señores (george du maurier) .	un país democrático .	T
extinto	A	1-3	especies extintas de peixes .	unha familia real extinta .	T
influente	A	1-2	periódico influente .	un xornal influente .	T
fino	A	3-3	madeira cun gran fino .	neve en po fina .	T
teatral	A	4-2	unha das figuras máis teatral na vida pública .	unha postura teatral .	T
cuestionable	A	1-4	motivos cuestionables .	un incendio de orixe cuestionable .	T
indocumentado	A	3-2	as deducións fiscais indocumentadas .	os estranxeiros indocumentados .	T
ancestral	A	1-1	casa ancestral .	historias ancestrais .	T
sólido	A	2-2	unha fabrica sólida .	unha fundación sólida .	T
esperto	A	4-1	aínda non está completamente esperto .	quedou esperto a pensar sobre o seu novo traballo .	T
séptico	A	1-2	sumidoiros sépticos .	un ambiente séptico .	T
descarado	A	3-2	é un rapaz descarado que insulta a estraños .	non sexas descarado comigo .	T
pequeno	A	2-1	a súa pequena figura .	pés pequenos .	T
pequeno	A	0-2	pequeno de estatura .	un home pequeno .	T
pequeno	A	1-2	un pequeno comedor .	unha casiña pequena .	T
limpo	A	2-3	os pratos limpos .	unha casa impecablemente limpa .	T
descoidado	A	4-2	ferido por un comentario descoidado .	unha revisión descoidada .	T
teitado	A	1-2	cabanas teitadas con folla de palma .	unha casa teitada con lousa .	T
momentáneo	A	2-2	rápida asociación momentánea de cousas que se atopan e pasan .	unha ollada momentánea .	T
saltar	V	2-1	o neno saltou polo corredor .	pode saltar por cima da vedación ?	T
fácil	A	3-2	satisfeito coas respostas fáciles .	un problema fácil .	T
inoportuno	A	4-2	chegou á hora máis inoportuna .	unha visita inoportuna .	T
combater	V	4-2	os kurdos están a combater as tropas iraquís no norte do iraq .	temos que combater os prexuízos contra outras razas .	T
tosquiado	A	2-4	colleu ondas tosquiadas do año do chan .	nu coma unha ovella tosquiada .	T
relixioso	A	2-3	o clero relixioso e verdadeiro realiza o seu servizo .	o clero , relixioso ou regular , dirixe o servizo .	T
edificio	N	2-2	era un edificio impoñente .	había un edificio de tres andares na esquina .	T
próximo	A	4-2	todos estamos en simpatía próxima con . .	unha familia próxima .	T
remediable	A	7-2	non é delito senón só un erro remediable .	un revés remediable .	T
simple	A	2-2	un mecanismo simple .	un problema simple .	T
laxo	A	4-2	un apertón de mans laxo .	unha corda laxa .	T
relacionado	A	1-3	actividades relacionadas .	pintura e artes relacionadas .	T
explícito	A	5-1	ela fixo os seus desexos explícitos .	instrucións explícitas .	T
redundante	A	1-7	habilidades redundantes polo avance tecnolóxico .	outro libro sobre a heráldica pode considerarse redundante .	T
estético	A	8-1	as ilustracións que fixeron do libro un éxito estético .	sentimento estético .	T
serio	A	2-4	fala en serio ou está xogando ?	un estudante de historia serio .	T
indigno	A	8-0	eliminar a un alumno cuxa conduta é considerada indigna .	indigno de perdón .	T
exhaustivo	A	3-2	fixo unha busca exhaustiva .	un estudo exhaustivo .	T
disposto	A	1-1	axudantes dispostos .	participante disposto .	T
confirmado	A	5-1	os informes das vítimas foron confirmados .	reserva confirmada .	T
cómodo	A	2-4	ela sentiuse cómoda cos pais do noivo .	estaba estable nun traballo cómodo para o que estaba ben preparado .	T
exploratorio	A	1-2	recoñecemento exploratorio .	unha operación exploratoria .	T
entusiasta	A	1-2	multitudes entusiastas enchían as rúas .	unha resposta entusiasta .	T
irreverente	A	1-3	estudosos irreverentes que fan burla das cousas sagradas .	turistas ruidosos e irreverentes .	T
próximo	A	2-2	nun futuro próximo .	os veciños próximos .	T
asistemático	A	1-3	rexistro asistemático e fragmentario .	traballa de forma asistemática .	T
alegórico	A	1-1	historias alegóricas .	pintura alegórica da vitoria dirixindo un exército .	T
cornudo	A	6-1	o unicornio é un mítico animal cornudo .	víbora cornuda .	T
traducible	A	5-2	os seus libros son facilmente traducibles .	substancias facilmente traducibles para a mesa doméstica americana .	T
áxil	A	2-1	elegante e áxil como un ximnasta .	tan áxil como un cervo .	T
determinado	A	3-2	a unha distancia determinada .	un número determinado .	T
puro	A	3-1	aire e auga puros .	osíxeno puro .	T
continuo	A	2-2	un rearranxo continuo de electróns nos átomos solares orixina a emisión de luz (james jeans) .	unha liña continua de almacéns .	T
plano	A	2-2	unha mesa plana .	unha superficie plana .	T
patolóxico	A	2-1	procesos corporais patolóxicos .	tecido patolóxico .	T
recíproco	A	1-1	comercio recíproco .	privilexios recíprocos nos clubs .	T
protector	A	7-2	o uso de máscaras e de equipamento protector .	os revestimentos protectores .	T
inadecuado	A	3-3	o ruído parece inadecuado nun momento de tristeza .	puxo unha presión inadecuada sobre eles .	T
problema	N	3-1	cal é o problema ?	un problema tras outro atrasou o traballo .	T
manexable	A	6-7	as mentes da xente nova son manexables .	os nativos.. son.. de intelixencia manexable (samuel butler) .	T
cacofónico	A	0-2	cacofónico coma un curral (john mccarten) .	é tan cacofónico como un estaleiro- john mccarten .	T
tranquilo	A	1-1	sono tranquilo .	tempos tranquilos .	T
probado	A	1-2	mentireiro probado .	unha mentira probada .	T
suficiente	A	1-2	alimentos suficientes .	temos comida suficiente .	T
discernible	A	10-6	as cousas acontecen na terra e no ceo sen causa discernible .	o xornal non informa ningún progreso discernible nas negociacións .	T
inarticulado	A	2-2	as bestas inarticuladas .	quedou estupidamente inarticulada e dixo algo sen compromiso .	T
cobizoso	A	2-2	unha mente cobizosa .	unha sociedade cobizosa na que o desexo polas cousas materiais nunca parece estar satisfeito .	T
gordo	A	3-7	non lembraba o gorda que estaba .	non se lembraba como estaba ela de gorda .	T
bonito	A	1-2	moi bonito pero non tan extraordinariamente guapo- thackeray .	unha muller bonita .	T
oloroso	A	3-1	flores de xasmín olorosas .	lixo oloroso .	T
escrupuloso	A	4-3	os productores , menos escrupulosos , enviaban feixes que resultaban enganosos .	os produtores menos escrupulosos enviaron os paquetes defectuosos .	T
solteiro	A	3-1	homes e mulleres solteiros .	vida solteira .	T
crónico	A	1-2	indixestión crónica .	unha escaseza crónica de fondos .	T
interior	A	2-3	decoración de interiores .	unha escena de interior .	T
oriental	A	2-1	as relixións orientais .	europa oriental .	T
distribución	N	0-0	distribución de fibras nerviosas .	distribución en todo o mundo .	T
individual	A	1-3	pingas individuais de choiva .	seleccione as páxinas individuais .	T
global	A	1-2	guerra global .	política monetaria global .	T
sanguento	A	2-2	un nariz sanguento .	unha loita sanguenta .	T
cheque	N	5-6	pagaba todas as contas por cheque .	pagou todas as súas facturas con cheque .	T
oposto	A	6-1	puntos de vista diametralmente (ou opostos) .	significados opostos .	T
zurdo	A	2-2	os golfistas zurdos precisan de clubs zurdos .	os xogadores zurdos precisan clubs para zurdos .	T
preparado	A	1-1	declaración preparada .	está preparado para situacións de emerxencia .	T
poza	N	1-4	había pozas de auga lamacenta na estrada despois da choiva .	o corpo xacía nunha poza de sangue .	T
indefinido	A	2-2	un malestar indefinido .	un termo indefinido .	T
urbano	A	1-1	asuntos urbanos .	propietarios urbanos .	T
casual	A	3-2	axuda aos transeúntes casuais .	unha reunión casual .	T
exterior	A	3-3	roupa para o exterior .	unha fermosa preparación exterior para a voda .	T
frugal	A	2-2	un agricultor frugal .	un almorzo frugal .	T
ouveo	N	2-0	os seus ouveos non produciron efecto ningún .	ouveos de risa .	T
indicar	V	2-3	estes síntomas indican unha enfermidade grave .	os indicadores económicos indican que o euro está subvalorizado .	T
dilixente	A	2-2	un detective dilixente investiga as pistas .	unha investigación dilixente dos ficheiros .	T
elástico	A	4-2	un camiño novo e elástico .	unha banda elástica .	T
persistente	A	2-1	as follas persistentes permanecen unidas á madurez do pasado .	branquias persistentes dos peixes .	T
espeso	A	1-1	crema espesa .	fume espeso .	T
único	A	2-1	houbo un único supervivente .	unha única lente .	T
significativo	A	5-5	non foi atopada ningunha diferenza significativa .	o efecto de interacción é significativo ao nivel de 0,01 .	T
considerable	A	3-2	pasou un cantidade considerable de tempo sobre o problema .	unha cantidade considerable .	T
estreito	A	1-7	opinións estreitas .	un xuíz brillante , pero de mente estreita .	T
arborizado	A	2-1	extensión fortemente arborizada .	terreo arborizado .	T
primario	A	1-1	efecto primario .	fontes primarias .	T
seguro	A	2-2	unha aposta segura .	unha viaxe segura .	T
todo	A	3-2	comeu o pan todo .	estivemos sentados toda a noite .	T
irrespectuoso	A	2-1	foi un irrespectuoso na presenza dos seus pais .	observacións irrespectuosas coa lei .	T
implícito	A	2-2	rabia estaba implícita no argumento .	un acordo implícito para non levantar o asunto .	T
comer	V	3-1	este can non come certos tipos de carne .	que comen as baleas ?	T
gris	A	3-4	traxe de flanela gris .	un home de pelo gris .	T
queimar	V	3-0	o coche só queima aceite de combustible .	queimar lixo .	T
competitivo	A	4-2	mellorar a súa posición competitiva .	os xogos competitivos .	T
aconsellar	V	2-2	o avogado aconselloume cando fun acusado de fraude fiscal .	os profesores aconsellan aos estudantes con problemas .	T
tratado	A	1-2	madeiras tratadas para resistir a podremia .	os tecidos tratados resisten as engurras .	T
emprendedor	A	3-3	unha política de emprendedores estranxeiros .	unha política exterior emprendedora .	T
protesta	N	7-4	o senador levantouse para rexistrar a súa protesta .	remataron o partido en protesta ao presidente da liga .	T
característico	A	0-3	característico das raias de cebra .	escoitei a risa característica do meu amigo .	T
mental	A	3-5	libre de defectos mentais .	pasa por un terrible estado mental .	T
inmediato	A	2-2	unha negación inmediata .	unha resposta inmediata á miña carta .	T
aventureiro	A	1-5	pioneiros aventureiros .	riscos e beneficios dunha economía aventureira .	T
sorprendido	A	1-0	quedou sorprendido cando se lembrou do seu nome .	sorprendido pola inxenuidade da súa estudiante .	T
brillante	A	3-5	o sol era brillante e quente .	unha sala iluminada polo sol brillante .	T
empírico	A	2-2	as leis empíricas .	os datos empíricos .	T
tecido	A	3-2	as cancións folclóricas tecidas nunha sinfonía .	os acontecementos tecidos na historia .	T
decidido	A	0-4	decidido en contra do inimigo .	unha fe firme e decidida .	T
pesado	A	5-5	case deixa caer o paquete pesado .	comezamos a remolcar a estrutura pesada cara ao refuxio .	T
inexpugnable	A	1-2	autoconfianza inexpugnable .	un argumento inexpugnable .	T
transplante	N	6-2	os resultados a longo prazo do transplante cardíaco son excelentes .	tivo un transplante de ril .	T
infeccioso	A	3-4	un portador permanece infeccioso sen que el mesmo mostre signos da enfermidade .	virus e outros axentes infecciosos .	T
torto	A	1-1	dentes tortos .	estradas tortas .	T
unidimensional	A	7-4	unha declaración da prosa de feito é unidimensional , o valor total debe ser medido en termos da súa realidade (mary sheehan) .	unha novela con personaxes unidimensionais .	T
favorable	A	3-1	causou unha impresión favorable .	resposta favorable .	T
burlón	A	3-2	o seu sorriso burlón .	unha multitude burlona .	T
condenatorio	A	2-2	un decreto condenatorio .	unha sentenza condenatoria .	T
algún	A	0-0	algún papel .	algunhas mazás .	T
orgulloso	A	0-0	orgulloso de servir ao seu país .	orgullosos pais .	T
regulado	A	3-2	casas cunha temperatura regulada .	industrias ben reguladas .	T
terrible	A	1-2	un terrible ouveo .	unha tormenta terrible .	T
psíquico	A	1-2	enerxía psíquica .	un trauma psíquico .	T
vacilante	A	3-2	o seu andar vacilante .	unha voz vacilante .	T
neglixente	A	0-2	neglixente dos detalles .	os pais neglixentes .	T
palpable	A	5-5	sentía ira repentina nunha onda palpable .	unha súbita onda de ira palpable .	T
propicio	A	2-4	os presaxios propicios .	un aliñamento de planetas propicio para a exploración espacial .	T
inconformista	A	3-5	a súa postura inconformista fíxoa lendaria .	o espírito teimoso e vello inconformista dos primeiros colonos .	T
inconformista	A	4-5	o seu comportamento rablemente inconformista converteunos en lendarios .	o vello e teimudo espírito inconformista dos primeiros poboadores .	T
incongruente	A	2-4	o comportamento incongruente .	unha broma que foi incongruente cunha conversa educada .	T
combustible	N	1-2	desenvolveron combustibles alternativos para avións .	necesítase máis combustible nos meses de inverno .	T
opaco	A	1-0	fiestras opacas do cárcere .	opaco para os raios x .	T
inexperto	A	1-2	soldados inexpertos .	unha voz inexperta .	T
acuático	A	5-4	os barcos son os vehículos acuáticos .	os nenúfares son plantas acuáticas .	T
ruidoso	A	4-2	un can pequeno e ruidoso .	unha cafetaría ruidosa .	T
sombreado	A	3-1	alá as ondas sombreadas correron a noite (alexander pope) .	avenidas sombreadas .	T
tormentoso	A	2-2	un matrimonio tormentoso .	unha discusión tormentosa .	T
rugoso	A	3-1	árbores con casca rugosa .	rostro rugoso .	T
visible	A	1-1	ficheiros visibles .	montañas visibles a distancia .	T
infundado	A	3-1	as alegacións foron infundadas .	sospeitas infundadas .	T
mellor	A	3-4	un traxe cun mellor axuste .	vostede é un home mellor do que son eu , gunga din .	T
explosivo	A	1-1	dispositivo explosivo .	forza explosiva .	T
moderado	A	1-1	é moderado no comer e no beber .	é moderado nos seus hábitos .	T
firme	A	1-2	conviccións firmes .	unha boca firme .	T
perceptible	A	1-2	cambios perceptibles no comportamento .	sons doadamente perceptibles .	T
significativo	A	1-1	estatisticamente significativo .	modificación significativa das leis fiscais .	T
particular	A	1-1	clases particulares .	secretaria particular .	T
fiel	A	3-10	anos de servizo fiel .	non temos ningunha dúbida de que inglaterra ten un patriota fiel en lord chancellor .	T
pretensioso	A	3-4	é unha edición pretensiosa dun erudito .	unha casa de campo pretensiosa .	T
queimado	A	4-4	un anaco de madeira queimada .	unha ringleira de casas queimadas .	T
fibra	N	1-1	as fibras gramnegativas varían amplamente en lonxitude .	as fibras varían moito na súa lonxitude .	T
leñoso	A	1-1	aparencia leñosa .	plantas leñosas .	T
diferenciado	A	2-2	as marcas diferenciadas das bolboretas .	os resultados diferenciados rexionalmente .	T
fatiga	N	4-3	foi hospitalizado por unha fatiga extrema .	o aumento da fatiga foi aparente polo declive na execución das súas habilidades atléticas .	T
fixo	A	2-2	unha peza fixa de madeira .	unha resistencia fixa .	T
incapaz	A	1-1	é incapaz de mentir .	simplemente incapaz de mentir .	T
programado	A	1-2	encontro programado .	os vos programados tiveron que ser cancelados por causa da neve .	T
irremediable	A	3-2	defectos de carácter irremediable .	un erro irremediable .	T
afastado	A	1-2	aldeas afastadas .	un son afastado .	T
salvaxe	A	1-1	fala salvaxe .	partido salvaxe .	T
histérico	A	1-3	amnésica histérica .	durante as condicións histéricas , diversas funcións do corpo humano son desordenadas (morris fishbein) .	T
tranquilo	A	14-2	sabendo que eu dera o mellor de min , a miña mente estaba máis tranquila .	un xeito tranquilo de bo carácter .	T
desenvolvido	A	2-10	as calidades desenvolvidas das perspectivas helénicas .	teñen membros moi pequeno , con só dúas dedas totalmente desenvolvidos en cada un .	T
relixioso	A	3-1	membro dunha orde relixiosa .	textos relixiosos .	T
limpo	A	3-2	os motores máis limpos e máis eficientes .	un combustible limpo .	T
desexoso	A	0-0	desexoso dun alto cargo .	desexosos de atopar unha solución rápida para o problema .	T
completamente	R	1-1	era completamente distinto do que esperabamos .	estaba completamente convencido .	T
nulo	A	0-2	nulo e baleiro .	un voto nulo .	T
furioso	A	1-1	nubes furiosas no horizonte .	ventos furiosos .	T
térmico	A	1-1	enerxía térmica .	movementos térmicos de moléculas .	T
arbitral	A	2-2	o axuste arbitral da controversia .	un acordo arbitral .	T
consciente	A	1-1	é consciente das críticas , intentarei xustificar a miña acción .	somos conscientes das nosas responsabilidades .	T
visible	A	2-2	unha torre visible a gran distancia .	usaba garavata visible .	T
desagradable	A	1-2	cheiro desagradable .	unha personalidade desagradable .	T
consciente	A	0-1	consciente de que el superara o límite de velocidade .	era consciente da hostilidade do seu adversario .	T
fiel	A	4-2	os anos de servizo fiel .	os empregados fieis .	T
espertar	N	2-2	era o espertar que máis odiaba .	foi un espertar cedo .	T
impermeable	A	2-4	un abrigo impermeable para a choiva .	unha capa de escuma impermeable .	T
intermedio	A	1-8	estadios intermedios nun proceso .	pasando de sentado a en pé , sen intermedio , empurra coas mans .	T
poderoso	A	3-2	o goberno máis poderoso en europa occidental .	un argumento poderoso .	T
cutáneo	A	2-2	os nervios cutáneos .	unha infección cutánea .	T
provincial	A	4-6	estreitou as actitudes provinciais .	nesta sociedade ben educada sentinme inconfortablemente provincial .	T
adoptivo	A	3-2	o meu estado adoptivo .	un país adoptivo .	T
vivir	V	5-4	canto tempo pode unha persoa vivir sen auga e comida ?	o piloto de carreiras viviu varios accidentes moi graves .	T
nada	N	3-4	foi todo por nada .	semellaba que nunca vira nada .	T
somerxible	A	1-2	bomba somerxible .	prancha eléctrica somerxible .	T
inofensivo	A	5-4	é un home tranquilo e inofensivo .	estimulante , refrescante e inofensivo .	T
curvo	A	2-3	os cairos curvos dunha morsa .	os seus beizos curvos suxeriron un sorriso pero a súa mirada era dura .	T
covarde	A	1-2	cans covardes , vostedes non me queren axudar despois (p. b. shelley) .	os cans covardes , entón non me van axudar .	T
dinámico	A	1-2	relator dinámico .	un orador dinámico .	T
consonántico	A	1-3	encontro consonántico .	un texto hebreo consonántico .	T
cordilleira	N	7-5	as chairas estendíanse xusto máis alá da cordilleira .	o val estaba entre dúas cordilleiras de outeiros .	T
cismontano	A	6-9	un concurso en virxinia entre un cismontano e un pobo tramontano .	unha competición no estado de virxinia entre a poboación cismontana e a transmontana .	T
radioactivo	A	1-1	precipitación radioactiva .	putrefacción radioactiva .	T
vinculante	A	3-2	é unha norma vinculante .	un contrato vinculante .	T
accidente	N	6-5	gañar a lotería foi un feliz accidente .	isto é debido a un accidente ou fortuidade .	T
fermoso	A	1-1	un fermoso país .	unha fermosa teoría .	T
ocioso	A	2-1	os ricos ociosos .	vagabundos ociosos .	T
húmido	A	1-1	ollos húmidos con bágoas .	roupa húmida con transpiración .	T
esclarecedor	A	2-2	unha lección esclarecedora .	unha visión esclarecedora do goberno en acción .	T
feliz	A	2-2	un matrimonio feliz .	un sorriso feliz .	T
saqueo	N	1-1	o saqueo do partenón .	o saqueo dos grandes autores .	T
refrixerante	N	2-6	engadiulle máis refrixerante ao radiador do automóbil .	o reactor atómico usa un gas refrixerante .	T
levantar	V	0-0	levanta o seu ego .	levanta os meus espíritos .	T
irrefutable	A	1-2	proba irrefutable da inocencia do acusado .	un argumento irrefutable .	T
requirir	V	2-3	este traballo require moita paciencia e habilidade .	o éxito normalmente require un traballo duro .	T
irreal	A	4-2	o mundo fantástico e irreal da burocracia gobernamental .	o mundo irreal da arte publicitaria .	T
taxonómico	A	1-1	designación taxonómica .	relacións taxonómicas .	T
céntrico	A	2-5	manhattan é céntrico .	os delincuentes vagan polas rúas céntricas .	T
infantil	A	1-1	comportamento infantil .	tántropos infantís .	T
ningún	A	6-3	fixen iso e non tiven axuda ningunha .	non hai ovo ningún e non hai cartos para mercar máis .	T
libre	A	1-2	sentiuse libre para permanecer alí o tempo que quixo .	unha empresa libre .	T
impalpable	A	1-2	distincións impalpables .	unha nube impalpable .	T
reprodutivo	A	2-1	o potencial reprodutivo dunha especie é a súa capacidade relativa de reproducirse en condicións óptimas .	órganos reprodutivos ou xenerativos .	T
lateral	A	1-2	cercas laterais .	o cerco lateral .	T
maldito	A	2-2	é un maldito (ou cona) parvo .	é un maldito idiota .	T
maldito	A	3-8	non hai unha maldita gota .	os veciños escapan da área crendo que está maldita .	T
maligno	A	5-3	cre en meigas e espíritos malignos .	provocado por motivos malignos .	T
beneficioso	A	1-6	efectos beneficiosos dun clima temperado .	un acordo de limitación de armas beneficioso para todos os países .	T
ancho	A	1-3	ombros anchos .	tres metros de ancho .	T
afastado	A	1-2	montañas afastadas .	o futuro afastado .	T
intraducible	A	1-1	arte intraducible .	linguaxe intraducible .	T
pacífico	A	2-4	o carácter pacífico busca resolver disputas por razóns de xustiza máis que pola forza .	unha persoa tranquila e pacífica .	T
protexido	A	4-3	é o lugar máis protexido que eu podería atopar .	o lugar máis protexido que atopei .	T
inquieto	A	3-2	deu unha risada inquieta .	un silencio inquieto caeu sobre o grupo .	T
exacto	A	2-2	unha dimensión exacta .	unha reprodución exacta .	T
goberno	N	1-1	o goberno presentou a reforma fiscal .	o goberno reduciu os impostos .	T
tolerable	A	5-5	o clima é polo menos tolerable .	polo menos este clima é tolerable .	T
constitucional	A	1-2	dereito constitucional de liberdade de expresión .	o goberno constitucional .	T
ordinal	A	1-4	números ordinais .	procedeuse a unha clasificación ordinal de sétimos .	T
barato	A	3-1	os restaurantes familiares baratos .	sería barato ao dobre do prezo .	T
lánguido	A	4-1	un estado de ánimo lánguido .	unha lánguida onda da man .	T
axuda	N	4-3	non podía camiñar sen axuda .	ofreceu a súa axuda na descarga .	T
distante	A	0-1	distante da verdade .	recantos distantes da terra .	T
embigo	N	5-6	non debía mostrar o seu embigo na televisión .	tiña unha tatuaxe xusto enriba do embigo .	T
cauteloso	A	3-1	ensinouna a ser cautelosa con estraños .	foron cautelosos nos seus movementos .	T
estrelado	A	1-2	iluminación estrelada .	unha noite estrelada .	T
sofisticado	A	2-4	mozos mundanos sofisticados .	un estilo de vida sofisticado .	T
silencioso	A	5-2	o cuarto estaba escuro e silencioso .	unha audiencia silenciosa no concerto .	T
libro	N	2-2	usou un libro grande como portada .	usou un libro grande como un tope de porta .	T
sospeitoso	A	2-2	houbo algo sospeitoso no accidente .	un negocio sospeitoso .	T
irrelevante	A	3-2	as alegacións foron irrelevantes .	un comentario irrelevante .	T
grego	A	1-2	mitoloxía grega .	unha túnica grega .	T
inalterable	A	1-4	solución inalterable .	unha regra de terra inalterable .	T
cómodo	A	2-2	un edificio cómodo e axeitado para convencións .	un porto cómodo .	T
incauto	A	6-4	algúns ladróns cazan especialmente os viaxeiros incautos .	os chíos de animais incautos collidos de sorpresa .	T
oblicuo	A	4-2	o eixo dun cono oblicuo non é perpendicular á súa base .	os raios oblicuos do sol de inverno .	T
reparable	A	3-1	danos no coche reparables .	erros reparable .	T
impersoal	A	1-2	corporación impersoal .	unha observación impersoal .	T
cualificado	A	4-2	só as ximnastas máis cualificadas están nun equipo olímpico .	un cirurxián cualificado conta con moitos anos de formación e experiencia .	T
xeneroso	A	1-1	excepcionalmente xeneroso no seu xuízo das persoas .	inusualmente xeneroso ao seu xuízo sobre a xente .	T
peludo	A	4-2	jacob era un home peludo .	unha eiruga peluda .	T
humilde	A	1-1	esencialmente humilde .. e modesto , acadou as máis altas honras e distincións formais (b. k. malinowski) .	unha humilde desculpa .	T
positivo	A	1-1	incremento positivo dos estudantes graduados .	incremento positivo nos alumnos que rematan a carreira .	T
tanxible	A	1-1	bens tanxibles coma as máquinas .	propiedade tanxible coma as leiras .	T
corrixíbel	A	2-2	un defecto corrixíbel .	un prisioneiro corrixíbel .	T
interminable	A	1-2	debates interminables .	unha conversa interminable .	T
reversible	A	2-2	un abrigo reversible .	unha chaqueta reversible .	T
especializar	V	0-4	especializar a investigación dun .	este tipo de peteiro especializouse en certos pimpíns das galápagos .	T
vivir	V	3-1	case non podía vivir cun salario tan baixo .	podes vivir con 2.000 dólares ao mes en nova york ?	T
dramático	A	2-2	unha entrada dramática nunha capa de caracol .	unha entrada dramática xirando velozmente unha capa .	T
enfermo	A	3-2	miña pobre avoa enferma .	un neno enfermo .	T
obediente	A	1-1	fillos obedientes .	soldado obediente .	T
alcalino	A	2-1	os solos alcalinos proceden do xiz ou da calcaria .	solos alcalinos derivados de calcaria ou calcaria .	T
ansioso	A	0-2	ansioso por aprender .	unha mirada ansiosa .	T
vernáculo	A	3-1	é un termo vernáculo .	falantes vernáculos .	T
